Check,ID,Name,Type,Rarity,Drop Category,Character Category
[ ],2482,Kaku - CP9's Greatest Swordsman,QCK,4,Normal,Rare Recruit
[ ],2483,Kaku - Giraffe Swordsman,QCK,5,Normal,Rare Recruit
[ ],2484,Ryuma - Zombie General Swordsman,STR,4,Normal,Rare Recruit
[ ],2485,Ryuma - Legendary Samurai,STR,5,Normal,Rare Recruit
[ ],2486,Kin'emon - Servant of the Kozuki Clan,QCK,4,Limited RR,Rare Recruit
[ ],2487,Kin'emon - Tattoo of the Kozuki Clan Crest,QCK,5,Limited RR,Rare Recruit
[ ],2495,Charlotte Pudding - Sweet Cherry Blossoms,PSY,4,Limited RR,Rare Recruit
[ ],2496,Charlotte Pudding - Soft Cherry Blossoms,PSY,5,Limited RR,Rare Recruit
[ ],2497,Charlotte Linlin - Spring Tea Party,QCK,4,Limited RR,Rare Recruit
[ ],2498,Charlotte Linlin - Big Spring Tea Party,QCK,5,Limited RR,Rare Recruit
[ ],2500,Big Mom  - Emperor Suffering from Hunger Pangs,STR,6+,Normal,Legend
[ ],2501,Koshiro - Young Swordsman's Master,INT,5,Support,Rare Recruit
[ ],2502,Streusen - Musical Chef,PSY,5,Support,Rare Recruit
[ ],2505,Fujitora - Apology That Shook the World,INT,6+,Normal,Legend
[ ],2506,A.O.,PSY,5,Treasure Map,Rare Recruit
[ ],2507,Kizaru - Unclear Reaction,PSY,5,Treasure Map,Rare Recruit
[ ],2508,Marco - Tranquil Blue Flame,INT,5,Treasure Map,Rare Recruit
[ ],2514,Urouge - Mad Monk Facing a General,PSY,4,Limited RR,Rare Recruit
[ ],2515,Urouge - Mad Monk Treating His Wounds,PSY,5,Limited RR,Rare Recruit
[ ],2533,Luffy & Law - Those Who Destroy the Facade of Peace,Dual,5,Normal,Legend
[ ],2534,Luffy & Law - Miracle-Making Generation,Dual,6,Normal,Legend
[ ],2535,Zeus & Prometheus & Big Mom - Those With Souls on Another Level,Dual,5,Normal,Legend
[ ],2536,Zeus & Prometheus & Big Mom - The Leaders of the Land of Souls,Dual,6,Normal,Legend
[ ],2537,Lucci & Kaku - Users of Unimaginable Techniques,Dual,4,Normal,Rare Recruit
[ ],2538,Lucci & Kaku - CP9: Enforcers of Dark Justice,Dual,5,Normal,Rare Recruit
[ ],2539,Ivankov & Bon Clay - Impel Down's New Kama,Dual,4,Normal,Rare Recruit
[ ],2540,Ivankov & Bon Clay - New Kama Cheering for a Miracle,Dual,5,Normal,Rare Recruit
[ ],2541,Smoker & Tashigi - G-5's Commanders,Dual,4,Normal,Rare Recruit
[ ],2542,Smoker & Tashigi - G-5's Trusted Commanders,Dual,5,Normal,Rare Recruit
[ ],2543,Mr. 0 & Miss All Sunday - Leaders of Baroque Works,Dual,4,Normal,Rare Recruit
[ ],2544,Mr. 0 & Miss All Sunday - Rulers of the Desert,Dual,5,Normal,Rare Recruit
[ ],2545,Portgas D. Ace - Celebrate the Long Cruise,QCK,4,Limited RR,Rare Recruit
[ ],2546,Portgas D. Ace - Celebrate the Wonderful Cruise,QCK,5,Limited RR,Rare Recruit
[ ],2547,Perona - Celebrate the Long Cruise,DEX,4,Limited RR,Rare Recruit
[ ],2548,Perona - Celebrate the Wonderful Cruise,DEX,5,Limited RR,Rare Recruit
[ ],2553,Rockstar,STR,5,Treasure Map,Rare Recruit
[ ],2554,Yasopp - Red-Hair Pirates Officer,PSY,5,Treasure Map,Rare Recruit
[ ],2555,Lucky Roux - Red-Hair Pirates Officer,QCK,5,Treasure Map,Rare Recruit
[ ],2560,Sabo & Koala - Youthful Revolutionary Power,Dual,5,Normal,Legend
[ ],2561,Sabo & Koala - Youthful Revolutionary Aces,Dual,6,Normal,Legend
[ ],2562,Lindbergh,DEX,4,Normal,Rare Recruit
[ ],2563,Lindbergh - Captain of the Revolutionary Army Southern Forces,DEX,5,Normal,Rare Recruit
[ ],2564,Belo Betty,PSY,4,Normal,Rare Recruit
[ ],2565,Belo Betty - Captain of the Revolutionary Army Eastern Forces,PSY,5,Normal,Rare Recruit
[ ],2566,Karasu,QCK,4,Normal,Rare Recruit
[ ],2567,Karasu - Captain of the Revolutionary Army Northern Forces,QCK,5,Normal,Rare Recruit
[ ],2574,Carrot - Mirror Adventure,PSY,4,Limited RR,Rare Recruit
[ ],2575,Carrot - Bedroom Adventure,PSY,5,Limited RR,Rare Recruit
[ ],2576,Dogstorm & Cat Viper - Clashing Kings,Dual,5,Normal,Legend
[ ],2577,Dogstorm & Cat Viper - Antagonistic Kings of Day and Night,Dual,6,Normal,Legend
[ ],2578,Fleet Admiral Sakazuki - Burning Enforcer of Justice,STR,6+,Normal,Legend
[ ],2579,Saint Myosgard,PSY,5,Treasure Map,Rare Recruit
[ ],2580,Sai - Kano Kingdom Soldier at the Reverie,STR,5,Treasure Map,Rare Recruit
[ ],2581,Neptune - King of the Ryugu Kingdom at the Reverie,PSY,5,Treasure Map,Rare Recruit
[ ],2584,Sanji - North Blue Cavalier,STR,4,Limited RR,Rare Recruit
[ ],2585,Sanji - Diable Jambe Cavalier,STR,5,Limited RR,Rare Recruit
[ ],2586,Vinsmoke Reiju - North Blue Cavalier,PSY,4,Limited RR,Rare Recruit
[ ],2587,Vinsmoke Reiju - Poison Pink Cavalier,PSY,5,Limited RR,Rare Recruit
[ ],2588,Nami - Cat Burglar Swindling the New World,DEX,6+,Normal,Legend
[ ],2600,Vivi & Rebecca - Benefactor's Bond,Dual,5,Normal,Legend
[ ],2601,Vivi & Rebecca - Shared Benefactor,Dual,6,Normal,Legend
[ ],2602,Shirahoshi & Mansherry - Injury's Bond,Dual,5,Normal,Legend
[ ],2603,Shirahoshi & Mansherry - Wonderful Meeting,Dual,6,Normal,Legend
[ ],2604,Navy HQ Captain Coby - Escort to The World Council,STR,4,Normal,Rare Recruit
[ ],2605,Navy HQ Captain Coby - Weeping Guard,STR,5,Normal,Rare Recruit
[ ],2606,Viola - Princess of Dressrosa,INT,4,Normal,Rare Recruit
[ ],2607,Viola - The World Council: Princess of Dressrosa,INT,5,Normal,Rare Recruit
[ ],2608,"Conney - Any Age, Any Time",QCK,4,Normal,Rare Recruit
[ ],2609,"Jewelry Bonney - Any Age, Any Time",QCK,5,Normal,Rare Recruit
[ ],2612,Big Mom - Four Emperors in Contact,INT,5,Treasure Map,Rare Recruit
[ ],2613,Kaido - One of the Four Emperors,STR,5,Treasure Map,Rare Recruit
[ ],2614,Doflamingo - Lonely Solitary Cell,INT,5,Treasure Map,Rare Recruit
[ ],2619,Nefeltari Vivi - Beach Ball Games,INT,4,Limited RR,Rare Recruit
[ ],2620,Nefeltari Vivi - Resting in the Shade,INT,5,Limited RR,Rare Recruit
[ ],2621,Kalifa - Poolside Vacation,PSY,4,Limited RR,Rare Recruit
[ ],2622,Kalifa - Nighttime Pool Vacation,PSY,5,Limited RR,Rare Recruit
[ ],2623,Sugar - Flamingo Pool Girl,DEX,4,Limited RR,Rare Recruit
[ ],2624,Sugar - Flamingo Pool's Main Character,DEX,5,Limited RR,Rare Recruit
[ ],2625,Carrot - Midsummer Wonderland,STR,4,Limited RR,Rare Recruit
[ ],2626,Carrot - Oceanic Wonderland,STR,5,Limited RR,Rare Recruit
[ ],2631,Princess Shirahoshi - Promise of Reunion,PSY,6+,Normal,Legend
[ ],2632,Garp the Fist - Legendary Man Standing in the Way,DEX,5,Treasure Map Shop,Rare Recruit
[ ],2650,Bullet - Former Member of the Roger Pirates,STR,5,Normal,Legend
[ ],2651,Douglas Bullet - Demon Heir,STR,6,Normal,Legend
[ ],2652,Tony Tony Chopper - Doctor Scouting Out the Pirates Expo,STR,4,Normal,Rare Recruit
[ ],2653,Tony Tony Chopper - ONE PIECE STAMPEDE,STR,5,Normal,Rare Recruit
[ ],2654,Nico Robin - Archaeologist Enjoying the Pirates Expo,INT,4,Normal,Rare Recruit
[ ],2655,Nico Robin - ONE PIECE STAMPEDE,INT,5,Normal,Rare Recruit
[ ],2656,Brook - Musician Infiltrating the Pirates Expo,QCK,4,Normal,Rare Recruit
[ ],2657,Brook - ONE PIECE STAMPEDE,QCK,5,Normal,Rare Recruit
[ ],2671,Monkey D. Luffy - Shouldering the Hopes of His Crew,PSY,5,Normal,Legend
[ ],2672,Monkey D. Luffy - Surpassing the Strongest With His Crew,PSY,6,Normal,Legend
[ ],2673,Roronoa Zoro - Swordsman Cutting Through the Pirates Expo,DEX,4,Normal,Rare Recruit
[ ],2674,Roronoa Zoro - ONE PIECE STAMPEDE,DEX,5,Normal,Rare Recruit
[ ],2675,Nami - Keen-Eyed Cat Burglar at the Pirates Expo,PSY,4,Normal,Rare Recruit
[ ],2676,Nami - ONE PIECE STAMPEDE,PSY,5,Normal,Rare Recruit
[ ],2677,Franky - Shipwright Exhibiting at the Pirates Expo,DEX,4,Normal,Rare Recruit
[ ],2678,Franky - ONE PIECE STAMPEDE,DEX,5,Normal,Rare Recruit
[ ],2681,Douglas Bullet - Monster Losing Sight of His Goal,STR,6+,Normal,Legend
[ ],2687,Sengoku - Cunning Officer in the Paramount War,DEX,5,Treasure Map,Rare Recruit
[ ],2688,Vista - Flower Sword in the Paramount War,PSY,5,Treasure Map,Rare Recruit
[ ],2695,Marco - Blue Flame in the Paramount War,STR,4,Limited RR,Rare Recruit
[ ],2696,Marco the Phoenix - Blue Flame in the Paramount War,STR,5,Limited RR,Rare Recruit
[ ],2699,Kaido - Supreme Commander of the Animal Kingdom Pirates,DEX,5,Normal,Legend
[ ],2700,Kaido - The Strongest Creature Alive,DEX,6,Normal,Legend
[ ],2701,Jack - In Control of Kuri,DEX,4,Normal,Rare Recruit
[ ],2702,Jack - Town-Menacing Duel,DEX,5,Normal,Rare Recruit
[ ],2703,Holdem,PSY,4,Normal,Rare Recruit
[ ],2704,"Holdem - Animal Kingdom Pirates, Headliner",PSY,5,Normal,Rare Recruit
[ ],2705,Speed,QCK,4,Normal,Rare Recruit
[ ],2706,"Speed - Animal Kingdom Pirates, Headliner",QCK,5,Normal,Rare Recruit
[ ],2725,Evening Shower Kanjuro - Samurai from 20 Years in the Past,DEX,5,Treasure Map,Rare Recruit
[ ],2726,Raizo of the Mist - Ninja from 20 Years in the Past,QCK,5,Treasure Map,Rare Recruit
[ ],2727,Foxfire Kin'emon - Samurai from 20 Years in the Past,STR,5,Treasure Map,Rare Recruit
[ ],2730,Caesar Clown - False God of Salvation,INT,4,Limited RR,Rare Recruit
[ ],2731,Master Caesar - False God of Salvation,INT,5,Limited RR,Rare Recruit
[ ],2734,Monkey D. Luffy - Fifth Emperor,DEX,5,Limited RR,Rare Recruit
[ ],2735,"Capone ""Gang"" Bege - Gang's Way of Life",PSY,5,Limited RR,Rare Recruit
[ ],2736,Eustass Kid - Unyielding Loser,STR,5,Limited RR,Rare Recruit
[ ],2739,Katakuri - Strongest of the Sweet 3 Generals,INT,6+,Normal,Legend
[ ],2740,Ace: Flame Wolf - Happy Halloween!,INT,5,Normal,Legend
[ ],2741,Ace: Trickster Flame Wolf - Happy Halloween!,INT,6,Normal,Legend
[ ],2742,Koala: Devilish Red Riding Hood - Happy Halloween!,PSY,4,Normal,Rare Recruit
[ ],2743,Koala: Charitable Red Riding Hood - Happy Halloween!,PSY,5,Normal,Rare Recruit
[ ],2744,Reiju: Bride of Halloween - Happy Halloween!,PSY,4,Normal,Rare Recruit
[ ],2745,Reiju: Bride of Halloween Night - Happy Halloween!,PSY,5,Normal,Rare Recruit
[ ],2746,Doflamingo: Night Walker - Happy Halloween!,INT,4,Normal,Rare Recruit
[ ],2747,Doflamingo: Halloween Night Walker - Happy Halloween!,INT,5,Normal,Rare Recruit
[ ],2756,Tony Tony Chopper - Kung Fu Style,STR,5,Kizuna,Rare Recruit
[ ],2759,Arlong - Ruler of Coco Village,INT,5,Treasure Map,Rare Recruit
[ ],2760,Miss Doublefinger - Battle in the Alley Behind Medi Assembly Hall,PSY,5,Treasure Map,Rare Recruit
[ ],2761,Kalifa - Bubble Master,PSY,5,Treasure Map,Rare Recruit
[ ],2764,Corazon - Six Months of Grief,QCK,5,Limited RR,Rare Recruit
[ ],2765,Violet - Princess of Betrayal,PSY,5,Limited RR,Rare Recruit
[ ],2773,Onami,QCK,5,Normal,Legend
[ ],2774,Onami - Newbie Kunoichi,QCK,6,Normal,Legend
[ ],2775,Komurasaki,QCK,5,Normal,Legend
[ ],2776,Komurasaki the Oiran,QCK,6,Normal,Legend
[ ],2777,Okiku,QCK,4,Normal,Rare Recruit
[ ],2778,Okiku - Samurai,QCK,5,Normal,Rare Recruit
[ ],2779,Otama,INT,4,Normal,Rare Recruit
[ ],2780,Otama - Girl from Amigasa Village,INT,5,Normal,Rare Recruit
[ ],2786,Chopperemon,QCK,4,Normal,Rare Recruit
[ ],2787,Chopperemon - Ninja,QCK,5,Normal,Rare Recruit
[ ],2788,Bonekichi,INT,4,Normal,Rare Recruit
[ ],2789,Bonekichi - Ghost,INT,5,Normal,Rare Recruit
[ ],2790,Kozuki Momonosuke,QCK,5,Treasure Map,Rare Recruit
[ ],2793,Monet - White Christmas Party,INT,5,Kizuna,Rare Recruit
[ ],2796,Tony Tony Chopper - Long-Awaited Christmas,PSY,5,Normal,Legend
[ ],2797,Tony Tony Chopper - Long-Awaited Present,PSY,6,Normal,Legend
[ ],2798,Kureha & Hiriluk - Famed Doctors of Drum Island,PSY,5,Limited RR,Rare Recruit
[ ],2800,Charlotte Brulee - Little Sister Taking Care of Her Brother,PSY,5,Support,Rare Recruit
[ ],2801,Luffytaro & Zorojuro - Land of Wano Visitor,Dual,5,Normal,Legend
[ ],2802,Luffytaro & Zorojuro - Land of Wano Savior,Dual,6,Normal,Legend
[ ],2803,Sangoro,QCK,5,Normal,Legend
[ ],2804,Soba Mask,QCK,6,Normal,Legend
[ ],2805,Usohachi,STR,4,Normal,Rare Recruit
[ ],2806,Usohachi - Toad-Oil Salesman,STR,5,Normal,Rare Recruit
[ ],2807,Franosuke,INT,4,Normal,Rare Recruit
[ ],2808,Franosuke - Carpenter,INT,5,Normal,Rare Recruit
[ ],2809,Carrot - Ninja-Pirate-Mink-Samurai Alliance,DEX,4,Normal,Rare Recruit
[ ],2810,Carrot: Kingsbird - Ninja-Pirate-Mink-Samurai Alliance,DEX,5,Normal,Rare Recruit
[ ],2814,Sabo: Revolutionary Army Chief of Staff - The True Identity of Flame-Flame Fruit Winner Lucy,QCK,6+,Normal,Legend
[ ],2816,Otsuru - Teahouse Owner,PSY,5,Limited RR,Rare Recruit
[ ],2817,Tenguyama Hitetsu,STR,5,Limited RR,Rare Recruit
[ ],2820,Eustass Kid - The Shining Stars of the Prison Yard,DEX,5,Treasure Map,Rare Recruit
[ ],2821,Basil Hawkins - He Who Follows the Powerful,QCK,5,Treasure Map,Rare Recruit
[ ],2822,Trafalgar Law - Ninja-Pirate-Mink-Samurai Alliance,DEX,5,Treasure Map,Rare Recruit
[ ],2824,Boa Hancock - Legendary Woman in a Kimono,DEX,4,Limited RR,Rare Recruit
[ ],2825,Boa Hancock - Snake Princess in a Kimono,DEX,5,Limited RR,Rare Recruit
[ ],2826,Dracule Mihawk - Legendary Man in a Kimono,STR,4,Limited RR,Rare Recruit
[ ],2827,Dracule Mihawk - Master Swordsman in a Kimono,STR,5,Limited RR,Rare Recruit
[ ],2828,Sir Crocodile - Legendary Man in a Kimono,QCK,4,Limited RR,Rare Recruit
[ ],2829,Sir Crocodile - King of the Desert in a Kimono,QCK,5,Limited RR,Rare Recruit
[ ],2832,Akainu - Critical Moment of an Era,DEX,5,Kizuna,Rare Recruit
[ ],2834,Nami & Robin - The Lovely Ladies of the Straw Hat Crew,Dual,5,Normal,Legend
[ ],2835,Nami & Robin - Break Time for the Lovely Ladies,Dual,6,Normal,Legend
[ ],2836,Charlotte Pudding - Love and Determination,INT,5,Normal,Legend
[ ],2837,Charlotte Pudding - Love and Separation,INT,6,Normal,Legend
[ ],2838,Lady Alvida - The Clown's Partner,DEX,4,Normal,Rare Recruit
[ ],2839,Lady Alvida - The Genius Jester's Partner,DEX,5,Normal,Rare Recruit
[ ],2840,Tashigi - Captain's Kindness Towards the Injured,INT,4,Normal,Rare Recruit
[ ],2841,Tashigi - Captain's Kindness Towards Children,INT,5,Normal,Rare Recruit
[ ],2847,Mansherry - Dande-Donor Request,INT,5,Treasure Map,Rare Recruit
[ ],2848,Sugar - Defeating the Hero,INT,5,Treasure Map,Rare Recruit
[ ],2849,Baby 5 - The Arms-Arms Fruit's Full-Body Weapon,INT,5,Treasure Map,Rare Recruit
[ ],2851,Carrot - Bath Time Wonderland,DEX,5,Support,Rare Recruit
[ ],2853,Belo Betty - During the Revolutionary Army Strategy Meeting Break,PSY,5,Kizuna,Rare Recruit
[ ],2856,Charlotte Smoothie - Sweet Party!,DEX,5,Limited RR,Rare Recruit
[ ],2857,Charlotte Flampe - Sweet Party!,PSY,5,Limited RR,Rare Recruit
[ ],2858,Charlotte Brulee - Sweet Party!,INT,5,Limited RR,Rare Recruit
[ ],2859,Arlong Pirates - Invaders of the East Blue,Dual,5,Normal,Legend
[ ],2860,Arlong Pirates - Pirates of the Superior Race,Dual,6,Normal,Legend
[ ],2861,Red-Hair Pirates - Pirates Making Merry at the Feast,Dual,5,Normal,Legend
[ ],2862,Red-Hair Pirates - Pirates Fighting for Their Friends,Dual,6,Normal,Legend
[ ],2863,Krieg & Gin - Survivors From the Grand Line,Dual,4,Normal,Rare Recruit
[ ],2864,Krieg & Gin - Rulers of the East Blue,Dual,5,Normal,Rare Recruit
[ ],2865,Klahadore & Django - Secret Assassination Plot,Dual,4,Normal,Rare Recruit
[ ],2866,Kuro & Django - Captains of the Black Cat Pirates,Dual,5,Normal,Rare Recruit
[ ],2868,Marco the Phoenix - Blue-Flamed Mythical Beast,QCK,6+,Normal,Legend
[ ],2870,Monkey D. Luffy - Dawn of Adventure,STR,5,Limited RR,Rare Recruit
[ ],2871,"Roronoa Zoro - Number 1, the Promise Keeper",DEX,5,Limited RR,Rare Recruit
[ ],2872,"Nami - Number 2, the Seeker of Aid",INT,5,Limited RR,Rare Recruit
[ ],2873,"Usopp - Number 3, the Village Protector",PSY,5,Limited RR,Rare Recruit
[ ],2874,"Sanji - Number 4, Searching for the Miracle Sea",QCK,5,Limited RR,Rare Recruit
[ ],2876,Mr. 0 - Duel in the Underground Temple,INT,5,Treasure Map,Rare Recruit
[ ],2877,Miss All Sunday - Flower-Flower Fruit User,PSY,5,Treasure Map,Rare Recruit
[ ],2878,Unluckies,DEX,5,Treasure Map,Rare Recruit
[ ],2881,Sir Crocodile - Behind the Unlikely Alliance,STR,5,Normal,Rare Recruit
[ ],2882,Buggy - An Unlikely Alliance,STR,5,Normal,Rare Recruit
[ ],2887,Nightmare Luffy - Nightmare-Ending Warrior,DEX,5,Kizuna,Rare Recruit
[ ],2888,Nami - Thriller Bark's Beautiful Bride,QCK,5,Kizuna,Rare Recruit
[ ],2889,Brook - Humming Swordsman,STR,5,Kizuna,Rare Recruit
[ ],2892,Sogeking - Hero from Sniper Island,QCK,5,Limited RR,Rare Recruit
[ ],2894,Mihawk & Perona - Residents of the Ruins of the Muggy Kingdom,Dual,5,Normal,Legend
[ ],2895,Mihawk & Perona - Rulers of the Ruins of the Muggy Kingdom,Dual,6,Normal,Legend
[ ],2896,Silvers Rayleigh - Guidance for a New Era,PSY,5,Normal,Legend
[ ],2897,Dark King Rayleigh - Guidance for a New Era,PSY,6,Normal,Legend
[ ],2898,Emporio Ivankov - The Cook's Many Trials,PSY,4,Normal,Rare Recruit
[ ],2899,Emporio Ivankov - The Cook's Natural Enemy,PSY,5,Normal,Rare Recruit
[ ],2900,Heracles - Glinston's Open Air Classroom,STR,4,Normal,Rare Recruit
[ ],2901,Heracles - Glinston Forest's Hero,STR,5,Normal,Rare Recruit
[ ],2902,Bartholomew Kuma - Rampage on Sabaody Archipelago,PSY,4,Normal,Rare Recruit
[ ],2903,Bartholomew Kuma - Protecting the Ship on Sabaody Archipelago,PSY,5,Normal,Rare Recruit
[ ],2906,Usohachi - Breaking News! Wanted Poster of Luffytaro,QCK,5,Limited RR,Rare Recruit
[ ],2907,Franosuke - Breaking News! Wanted Poster of Luffytaro,STR,5,Rayleigh Shop,Rare Recruit
[ ],2910,Hody Jones - Coup d'Etat of Betrayal,STR,5,Treasure Map,Rare Recruit
[ ],2911,Camie - Many Friends,PSY,5,Treasure Map,Rare Recruit
[ ],2912,Vander Decken IX - Proof of a Twisted Love,STR,5,Treasure Map,Rare Recruit
[ ],2914,Lucy - Corrida Coliseum Finals Battle Royale,STR,5,Limited RR,Rare Recruit
[ ],2931,Otama - Bonding with Komachiyo,STR,5,PvP,Rare Recruit
[ ],2932,Diamond Jozu - Ice-Shattering Diamond,INT,5,PvP,Rare Recruit
[ ],2933,Cat Viper - Stubborn King of the Night,QCK,5,PvP,Rare Recruit
[ ],2954,Fujitora - Flame-Cutting Gravity,INT,6+,Normal,Legend
[ ],2957,Monkey D. Luffy - Future-Confronting Bullet,STR,5,Normal,Legend
[ ],2958,Monkey D. Luffy - Future-Surpassing Python,STR,6,Normal,Legend
[ ],2959,Sabo - Brotherly Bond,STR,5,Normal,Legend
[ ],2960,Sabo - Fiery Bond,STR,6,Normal,Legend
[ ],2961,Charlotte Katakuri - Future-Reading Haki,INT,5,Normal,Legend
[ ],2962,Charlotte Katakuri - Future-Controlling Haki,INT,6,Normal,Legend
[ ],2963,Marshall D. Teach - Emperor,INT,5,Normal,Legend
[ ],2964,Blackbeard - Emperor,INT,6,Normal,Legend
[ ],2965,Boa Hancock - Affection for Straw Hat Luffy,STR,4,Normal,Rare Recruit
[ ],2966,Boa Hancock - Dedication to Straw Hat Luffy,STR,5,Normal,Rare Recruit
[ ],2967,Trafalgar Law - Life's Meaning,STR,4,Normal,Rare Recruit
[ ],2968,Trafalgar Law - Life's Desire,STR,5,Normal,Rare Recruit
[ ],2969,Eneru - Merciless Lightning,INT,4,Normal,Rare Recruit
[ ],2970,Kami Eneru - Merciless Lightning,INT,5,Normal,Rare Recruit
[ ],2971,Donquixote Doflamingo - Soaring Demon,INT,4,Normal,Rare Recruit
[ ],2972,Donquixote Doflamingo - Hope-Crushing Heavenly Demon,INT,5,Normal,Rare Recruit
[ ],2973,Nami - Celebrate the Astonishing Cruise,INT,5,Limited RR,Rare Recruit
[ ],2974,Tony Tony Chopper - Celebrate the Astonishing Cruise,STR,5,Limited RR,Rare Recruit
[ ],2978,Sanji - Flames of Anger Burning,STR,5,PvP,Rare Recruit
[ ],2979,Eustass Kid - Dragon-Challenging Young Captain,DEX,5,Normal,Legend
[ ],2980,Eustass Kid - Dragon-Challenging Magnetic Captain,DEX,6,Normal,Legend
[ ],2981,Basil Hawkins - Subordinate to the Dragon,DEX,5,Normal,Legend
[ ],2982,Basil Hawkins the Magician - Subordinate to the Dragon,DEX,6,Normal,Legend
[ ],2983,Page One,DEX,4,Normal,Rare Recruit
[ ],2984,"Page One - Animal Kingdom Pirates, Tobi Roppo",DEX,5,Normal,Rare Recruit
[ ],2985,X Drake - Former Drake Pirates,DEX,4,Normal,Rare Recruit
[ ],2986,"""Red Flag"" X Drake - Former Drake Pirates",DEX,5,Normal,Rare Recruit
[ ],2991,Garp the Fist - Grandfather of the Future King of the Pirates,PSY,6+,Normal,Legend
[ ],2992,Kyoshiro - Mercy Towards the Guilty,DEX,5,Treasure Map,Rare Recruit
[ ],2993,Gyukimaru,DEX,5,Treasure Map,Rare Recruit
[ ],2994,Okiku - Teahouse Girl with a Secret,DEX,5,Treasure Map,Rare Recruit
[ ],2996,Sandersonia & Marigold - The Snake-Snake Fruit Sisters,DEX,5,Kizuna,Rare Recruit
[ ],2997,Marguerite - Straw Hat Luffy's Savior,STR,5,Kizuna,Rare Recruit
[ ],2998,Grandma Nyon,INT,5,Kizuna,Rare Recruit
[ ],3000,Stussy - Behind-the-Scenes Dark Justice,QCK,5,PvP,Rare Recruit
[ ],3006,Smoker - Sailor with an Unwavering Sense of Justice,QCK,5,Normal,Legend
[ ],3007,Smoker the White Hunter - Sailor with an Unwavering Sense of Justice,QCK,6,Normal,Legend
[ ],3008,Sugar - Shocked Creator of Toys,QCK,5,Normal,Legend
[ ],3009,Sugar - Queen of Toys,QCK,6,Normal,Legend
[ ],3010,Caesar Clown - Gas-Gas Fruit User,QCK,4,Normal,Rare Recruit
[ ],3011,Master Caesar - Gas-Gas Fruit User,QCK,5,Normal,Rare Recruit
[ ],3012,Jewelry Bonney - Worst Generation in Hiding,QCK,4,Normal,Rare Recruit
[ ],3013,Big Eater Jewelry Bonney - Worst Generation in Hiding,QCK,5,Normal,Rare Recruit
[ ],3014,Emporio Ivankov - Engineer of the Human Body,QCK,4,Normal,Rare Recruit
[ ],3015,Emporio Ivankov - Miraculous Engineer of the Human Body,QCK,5,Normal,Rare Recruit
[ ],3018,"""Dark King"" Silvers Rayleigh - Old Soldier Watching Over the Next Generation",DEX,6+,Normal,Legend
[ ],3019,Vinsmoke Ichiji - The Science Military's True Worth,QCK,5,Treasure Map,Rare Recruit
[ ],3020,Vinsmoke Niji - The Science Military's True Worth,QCK,5,Treasure Map,Rare Recruit
[ ],3021,Vinsmoke Yonji - The Science Military's True Worth,QCK,5,Treasure Map,Rare Recruit
[ ],3023,"Tony Tony Chopper - Number 5, His Heart Healed",PSY,5,Limited RR,Rare Recruit
[ ],3024,"Nico Robin - Number 6, Her Wish Shouted Aloud",INT,5,Limited RR,Rare Recruit
[ ],3025,"Whitebeard - At the Top, but Not on the Throne",QCK,5,PvP,Rare Recruit
[ ],3026,Trafalgar Law - Alliance to Change the Land of Wano,PSY,5,Normal,Legend
[ ],3027,Trafalgar Law - Alliance to Liberate the Land of Wano,PSY,6,Normal,Legend
[ ],3028,Monkey D. Luffy - Ninja-Pirate-Mink-Samurai Alliance,PSY,4,Normal,Rare Recruit
[ ],3029,Monkey D. Luffy - Alliance to Challenge the Dragon,PSY,5,Normal,Rare Recruit
[ ],3030,Sabo - Revolutionary Army Chief of Staff in Kimono,PSY,4,Normal,Rare Recruit
[ ],3031,Sabo - Revolutionary Army Chief of Staff as a Samurai,PSY,5,Normal,Rare Recruit
[ ],3037,Boa Hancock - Time Off on the Beach,PSY,5,Normal,Legend
[ ],3038,Boa Hancock - Vacation on the Evening Beach,PSY,6,Normal,Legend
[ ],3039,Rebecca - Royal Time Off,PSY,4,Normal,Rare Recruit
[ ],3040,Rebecca - Royal Vacation,PSY,5,Normal,Rare Recruit
[ ],3041,Nico Robin - Time Off in the Shade,PSY,4,Normal,Rare Recruit
[ ],3042,Nico Robin - Nighttime Vacation on the Beach,PSY,5,Normal,Rare Recruit
[ ],3043,Viola - Royal Time Off,PSY,4,Normal,Rare Recruit
[ ],3044,Viola - Royal Vacation,PSY,5,Normal,Rare Recruit
[ ],3048,Knight of the Sea Jinbe - Return of the Ritual Cup,DEX,6+,Normal,Legend
[ ],3051,Alvida - Elegantly Enjoying the Festival,PSY,5,Limited RR,Rare Recruit
[ ],3056,Nefeltari Vivi - Princess at the Summer Festival,PSY,4,Treasure Map,Rare Recruit
[ ],3057,Nefeltari Vivi - Princess Enjoying the Summer Festival,PSY,5,Treasure Map,Rare Recruit
[ ],3058,Perona - Ghost Princess at the Summer Festival,DEX,4,Treasure Map,Rare Recruit
[ ],3059,Perona - Ghost Princess Enjoying the Summer Festival,DEX,5,Treasure Map,Rare Recruit
[ ],3061,Calgara & Noland - Ringing the Bell of Promise,PSY,5,PvP,Rare Recruit
[ ],3062,Conis - The Girl Who Defies a God,INT,5,PvP,Rare Recruit
[ ],3063,Kaku - CP-AIGIS 0,STR,5,PvP,Rare Recruit
[ ],3064,Luffy & Sanji - One-Sided Duel,Dual,5,Normal,Legend
[ ],3065,Luffy & Sanji - A Joint Struggle Underpinned by Trust,Dual,6,Normal,Legend
