ID,Name,Type,Rarity,Drop Category,Character Category,LB,LB+,Ability,PvP+,Ink
3446,Chopper & Usopp - Ship Doctor and Sniper in Disguise,DEX,5,Kizuna,Rare Recruit,,,,,
3447,Franky - Shipwright in Disguise,DEX,5,Kizuna,Rare Recruit,,,,,
3448,Jack - Blasting Mammoth,STR,6+,Normal,Legend,,,,,
3452,Hancock: Sweet Flirtatious Halloween - Night of Halloween,QCK,6,Normal,Legend,,,,,
3454,Perona: Halloween Ghost Princess - Night of Halloween,INT,6,Normal,Legend,,,,,
3455,Shirahoshi: Ocean Halloween Party - Night of Halloween,INT,5,Normal,Rare Recruit,,,,,
3456,Bonney: Halloween Buffet Banquet - Night of Halloween,QCK,5,Normal,Rare Recruit,,,,,
3458,Smoothie - Sweet General Blocking the Path,PSY,5,PvP,Rare Recruit,,,,,
3459,Streusen - Chef Who Leads a Life of Fluff,PSY,5,PvP,Rare Recruit,,,,,
3462,Koala: Rowdy Halloween Party - Night of Halloween,DEX,6,Treasure Map,Legend,,,,,
3463,Karasu: Halloween Crow - Night of Halloween,INT,5,Treasure Map,Rare Recruit,,,,,
3464,Morley: Zombie-Filled Halloween Night - Night of Halloween,DEX,5,Treasure Map,Rare Recruit,,,,,
3465,Dracule Mihawk - Unreachable Strength,INT,5,Support,Rare Recruit,,,,,
3468,Viola: Halloween Dance Party - Night of Halloween,STR,5,Kizuna,Rare Recruit,,,,,
3469,Charlotte Pudding - After Bidding Farewell,INT,6+,Normal,Legend,,,,,
3472,Donquixote Doflamingo - Condemnation of the God,STR,6,Normal,Legend,,,,,
3474,Charlotte Katakuri - Decisive Strike,QCK,6,Normal,Legend,,,,,
3475,Caesar Clown - No Oxygen Hell,STR,5,Normal,Rare Recruit,,,,,
3476,Hody Jones - Threat of the Fish-Man,QCK,5,Normal,Rare Recruit,,,,,
3480,Coby - Young Man Rising Through the Ranks,STR,5,PvP,Rare Recruit,,,,,
3483,Sir Crocodile - Ruler of the Kingdom of Sand,DEX,6,Treasure Map,Legend,,,,,
3484,Rob Lucci - Six Powers Taken to the Extreme,QCK,5,Treasure Map,Rare Recruit,,,,,
3485,Kami Eneru - Omnipotent Kami of Lightning,DEX,5,Treasure Map,Rare Recruit,,,,,
3487,Buggy - Battle at Orange Town,STR,5,Kizuna,Rare Recruit,,,,,
3488,Captain Kuro of the Thousand Plans - Battle on the Hill,QCK,5,Kizuna,Rare Recruit,,,,,
3493,Nami & Usopp - Climate Control and Sniping Combined,Dual,6,Normal,Legend,,,,,
3495,Robin & Jinbe - Steadfast Duo,Dual,6,Normal,Legend,,,,,
3496,Shinobu & Momonosuke - Death-Risking Rescue,DEX,5,Normal,Rare Recruit,,,,,
3497,Soba Mask - Vanishing Warrior,STR,5,Normal,Rare Recruit,,,,,
3500,Portgas D. Ace - Waiting on the High Seas,STR,5,Support,Rare Recruit,,,,,
3501,Ohm - Fierce Aerial Fight,INT,5,PvP,Rare Recruit,,,,,
3502,Kin'emon - With His Liege,STR,5,Treasure Map,Rare Recruit,,,,,
3503,Denjiro - With His Liege,STR,5,Treasure Map,Rare Recruit,,,,,
3504,Otsuru - Waitress,DEX,5,Treasure Map,Rare Recruit,,,,,
3508,Kaido & Lead Performers - Greatest Army in the World,Dual,6,Kizuna,Legend,,,,,
3509,Orochi - Irate Shogun,QCK,5,Kizuna,Rare Recruit,,,,,
3510,Brook - Thunder Cloud Slicing Soul King,DEX,6+,Normal,Legend,,,,,
3513,Roger & Newgate - Clash of the Mighty,Dual,6,Super Sugo,Legend,,,,,
3515,Luffy & Straw Hat Pirates - Start of a Full-Scale War,Dual,6,Super Sugo,Legend,,,,,
3516,Shanks & Buggy,INT,5,Normal,Rare Recruit,,,,,
3517,Rayleigh & Gaban,PSY,5,Normal,Rare Recruit,,,,,
3519,Kozuki Oden - Samurai Challenging the Dragon,STR,6+,Super Sugo,Legend,,,,,
3521,Groggy Monsters,QCK,5,PvP,Rare Recruit,,,,,
3523,Mr. 2 Bon Clay - Friend of the Straw Hats,PSY,6,Treasure Map,Legend,,,,,
3524,Caesar Clown - Ruler of the Land of the Dead,INT,5,Treasure Map,Rare Recruit,,,,,
3525,Emporio Ivankov - Surprising Entrance,PSY,5,Treasure Map,Rare Recruit,,,,,
3528,Portgas D. Ace - Memories of the Land of Wano,STR,5,Kizuna,Rare Recruit,,,,,
3529,Marco - Azure Bird Arriving in Wano,QCK,5,Kizuna,Rare Recruit,,,,,
3530,Sabo - Cups of the Three Brothers,DEX,5,Support,Rare Recruit,,,,,
3534,Dogstorm - Flash in the Moonlit Night,DEX,6,Normal,Legend,,,,,
3536,Cat Viper - Vicious Sulong in the Moonlight,DEX,6,Normal,Legend,,,,,
3537,Roddy & BB - Guardian Sulongs,DEX,5,Normal,Rare Recruit,,,,,
3538,Dogstorm Three Musketeers - Guardian Sulongs,DEX,5,Normal,Rare Recruit,,,,,
3541,Dalton - Raging Bison,DEX,5,PvP,Rare Recruit,,,,,
3543,Carrot & Wanda - Sulongs Seeking Revenge,Dual,6,Treasure Map,Legend,,,,,
3544,Pedro - For the Dawn,QCK,5,Treasure Map,Rare Recruit,,,,,
3545,Pekoms - Rampaging Sulong,STR,5,Treasure Map,Rare Recruit,,,,,
3548,Miyagi & Tristan,QCK,5,Kizuna,Rare Recruit,,,,,
3549,Milky,DEX,5,Kizuna,Rare Recruit,,,,,
3550,Donquixote Doflamingo - Rage-Fueled Massacre,DEX,6+,Normal,Legend,,,,,
3553,Kozuki Oden - Spectacular End,PSY,6,Normal,Legend,,,,,
3555,Kin'emon & Denjiro - Shouldering His Master's Spirit,Dual,6,Normal,Legend,,,,,
3556,Ashura Doji - Samurai Challenging the Dragon,PSY,5,Normal,Rare Recruit,,,,,
3557,Kawamatsu - Samurai Challenging the Dragon,QCK,5,Normal,Rare Recruit,,,,,
3558,Raizo - Repelling the Blast Breath,PSY,5,Normal,Rare Recruit,,,,,
3561,Boa Sandersonia - Eight-Headed Snake,STR,5,PvP,Rare Recruit,,,,,
3563,Izo & Kikunojo - Siblings Shouldering Their Liege's Will,QCK,6,Treasure Map,Legend,,,,,
3564,Dogstorm - Sulong Facing the Dragon,QCK,5,Treasure Map,Rare Recruit,,,,,
3565,Cat Viper - Sulong Facing the Dragon,QCK,5,Treasure Map,Rare Recruit,,,,,
3566,Broggy - For the Pride of the Elbaph,INT,5,PvP,Rare Recruit,,,,,
3568,Komurasaki - Oiran's Way of Life,QCK,5,Kizuna,Rare Recruit,,,,,
3569,Shinobu - Mature Charm,DEX,5,Kizuna,Rare Recruit,,,,,
3570,Otoko - Unstoppable Laughter,PSY,5,Support,Rare Recruit,,,,,
3574,General Franky - Dream Docking,Dual,6,Normal,Legend,,,,,
3576,Brook - Beast-Slaying Chill of the Dead,QCK,6,Normal,Legend,,,,,
3577,Robin - Emperor-Felling Flower,QCK,5,Normal,Rare Recruit,,,,,
3578,Sanji - Burning Black-Leg,PSY,5,Normal,Rare Recruit,,,,,
3582,"""Mad Monk"" Urouge - Fallen Monk Calamity",INT,6,PvP,Legend,,,,,
3583,Dorry - For the Pride of the Elbaph,INT,5,PvP,Rare Recruit,,,,,
3584,Nami - Tearful Plea,DEX,5,Treasure Map,Rare Recruit,,,,,
3585,Otama - Into the Battle With Komachiyo,PSY,5,Treasure Map,Rare Recruit,,,,,
3586,Usopp - Tearful Struggle,QCK,5,Treasure Map,Rare Recruit,,,,,
3590,X Drake - Steadfast Army of One,STR,6,Kizuna,Legend,,,,,
3591,Roronoa Zoro - Advancing to the Top,STR,5,Kizuna,Rare Recruit,,,,,
3592,Kuzan - Surprising Former Navy Admiral,PSY,6+,Normal,Legend,,,,,
3595,Marco - Phoenix Gauging the Emperor,PSY,6,Normal,Legend,,,,,
3597,Olin the Oiran - Carnage to Become King of the Pirates,INT,6,Normal,Legend,,,,,
3598,Charlotte Perospero - Reaching Onigashima,INT,5,Normal,Rare Recruit,,,,,
3599,Charlotte Pudding - The Real Reason,INT,5,Normal,Rare Recruit,,,,,
3600,Charlotte Cracker - Infinite Power,INT,5,Normal,Rare Recruit,,,,,
3605,Corazon - The Kindhearted Man's Final Fight,QCK,5,PvP,Rare Recruit,,,,,
3607,Monkey D. Luffy - With His Trusted Companions,DEX,6,Super Sugo,Legend,,,,,
3609,Kaido - Hell Made Manifest,STR,6,Super Sugo,Legend,,,,,
3611,Yamato & Ace - Two Who Get Along So Well,Dual,6,Super Sugo,Legend,,,,,
3613,Hancock & Nami & Robin - Mesmerizing Beauties,STR,6,Anniversary Sugo,Legend,,,,,
3614,Roronoa Zoro - Flame-Rending Swordsman,DEX,5,Normal,Rare Recruit,,,,,
3615,Sanji - Black-Leg Racing to His Side,DEX,5,Normal,Rare Recruit,,,,,
3616,King - Soaring Wildfire,STR,5,Normal,Rare Recruit,,,,,
3617,Queen - Retaliating Plague,STR,5,Normal,Rare Recruit,,,,,
3618,Jack - Trampling Drought,STR,5,Normal,Rare Recruit,,,,,
3622,Whitey Bay - Evenly Matched Young Pirate,DEX,5,Support,Rare Recruit,,,,,
3623,Whitebeard - Meeting in Uncharted Lands,DEX,5,Kizuna,Rare Recruit,,,,,
3624,Vista - Clashing Young Pirate,DEX,5,Kizuna,Rare Recruit,,,,,
3625,Fleet Admiral Sakazuki - Admiral Eradicating Evil,INT,6+,Normal,Legend,,,,,
3629,Trafalgar Law - Heart-Piercing Blade of Death,QCK,6,Normal,Legend,,,,,
3631,"Eustass ""Captain"" Kid - Demonic Figure",INT,6,Normal,Legend,,,,,
3632,Heat & Wire,INT,5,Normal,Rare Recruit,,,,,
3633,Bepo - Right-Hand Man Crossing the Roaring Sea,QCK,5,Normal,Rare Recruit,,,,,
3637,Charlotte Smoothie - Juice-Wringing General,QCK,6,PvP,Legend,,,,,
3638,Franky - A Man's Combat,QCK,5,PvP,Rare Recruit,,,,,
3639,Senor Pink - Falling Memories,QCK,5,PvP,Rare Recruit,,,,,
3641,Blackbeard - Craving Darkness,INT,6,Treasure Map,Legend,,,,,
3642,Jesus Burgess - Champion Targeting Power-Users,INT,5,Treasure Map,Rare Recruit,,,,,
3643,Shiryu of the Rain - User of the Clear-Clear Fruit,INT,5,Treasure Map,Rare Recruit,,,,,
3646,Buggy & Galdino - Forming the Prison Break Alliance,QCK,5,Kizuna,Rare Recruit,,,,,
3647,Inazuma - Snipping Through the Ground,QCK,5,Kizuna,Rare Recruit,,,,,
3650,Black Maria - Inescapable Spider Silk,QCK,6,Normal,Legend,,,,,
3652,Who's-Who - Assaulting Ancient Fangs,STR,6,Normal,Legend,,,,,
3654,Sasaki - Gleaming Robust Horns,DEX,6,Normal,Legend,,,,,
3655,Ulti - Vicious Tobi Roppo,QCK,5,Normal,Rare Recruit,,,,,
3656,Page One - Tobi Roppo on Reconnaissance,STR,5,Normal,Rare Recruit,,,,,
3658,Pell - Kingdom Protecting Falcon,DEX,5,PvP,Rare Recruit,,,,,
3659,Nami - Navigator Relaxing at Sea,DEX,5,Treasure Map,Rare Recruit,,,,,
3660,Robin - Archaeologist Gazing at the Sea,PSY,5,Treasure Map,Rare Recruit,,,,,
3661,Tony Tony Chopper - Ship Doctor Floating in the Sea,PSY,5,Treasure Map,Rare Recruit,,,,,
3664,Usopp - Sniper Enjoying the Sea,DEX,5,Kizuna,Rare Recruit,,,,,
3665,Brook - Musician Playing at Sea,DEX,5,Kizuna,Rare Recruit,,,,,
3666,Charlotte Katakuri - Full-Might Strike,PSY,6+,Normal,Legend,,,,,
3667,Nefeltari Vivi - Port of Separation,PSY,5,Support,Rare Recruit,,,,,
3670,Zoro & Sanji - Peerless Duo Enjoying the Sea,DEX,6,Normal,Legend,,,,,
3674,Ulti - Rowdy Girl Fascinated by Fireworks,STR,6,Normal,Legend,,,,,
3676,Hiyori - Princess Enjoying Fireworks at Night,DEX,6,Normal,Legend,,,,,
3677,Shinobu - Moment of Respite,DEX,5,Normal,Rare Recruit,,,,,
3679,Usopp - Straw Hat Pirates Enjoying the FES,INT,5,PvP,Rare Recruit,,,,,
3680,Uta - The Song of Peace,INT,6,Super Sugo,Legend,,,,,
3682,Tony Tony Chopper - Inspirational Live Performance,INT,6,Normal,Legend,,,,,
3683,Brook - Straw Hat Pirates Enjoying the FES,INT,5,Normal,Rare Recruit,,,,,
3684,Nami - Straw Hat Pirates Enjoying the FES,INT,5,Normal,Rare Recruit,,,,,
3685,Nico Robin - Straw Hat Pirates Enjoying the FES,INT,5,Normal,Rare Recruit,,,,,
3686,Jinbe - Straw Hat Pirates Enjoying the FES,INT,5,Treasure Map,Rare Recruit,,,,,
3687,Franky - Straw Hat Pirates Enjoying the FES,INT,5,Treasure Map,Rare Recruit,,,,,
3688,Roronoa Zoro - Straw Hat Pirates Enjoying the FES,INT,5,Treasure Map,Rare Recruit,,,,,
3690,Charlotte Oven - Burning Fists at the FES,QCK,5,Kizuna,Rare Recruit,,,,,
3691,Charlotte Brulee - Mirrors at the FES,QCK,5,Kizuna,Rare Recruit,,,,,
3692,Charlotte Katakuri - Brother Saving His Sister,QCK,5,Kizuna,Rare Recruit,,,,,
3693,Shiki the Golden Lion - Sea Ruling Legend from the Sky,QCK,6+,Normal,Legend,,,,,
3695,Red-Haired Shanks - Red-Hair Stopping the Menace,QCK,6,Super Sugo,Legend,,,,,
3697,Ben Beckman & Lucky Roux - Fatherly Pirates,QCK,6,Normal,Legend,,,,,
3698,Gordon,QCK,5,Normal,Rare Recruit,,,,,
3699,Blueno & Coby - Appearing From Mid-Air,QCK,5,Normal,Rare Recruit,,,,,
3700,Sunny-kun,QCK,5,Normal,Rare Recruit,,,,,
3703,Fujitora - Invading Navy Admiral,QCK,5,PvP,Rare Recruit,,,,,
3704,Kizaru - Invading Navy Admiral,QCK,5,PvP,Rare Recruit,,,,,
3706,Monkey D. Luffy - Ending the World,PSY,6,Super Sugo,Legend,,,,,
3708,Usopp & Yasopp - Synchronized Sniping,Dual,6,Normal,Legend,,,,,
3709,Roronoa Zoro - Swordsman Entering Battle,PSY,5,Normal,Rare Recruit,,,,,
3710,Sanji - Cook Entering Battle,PSY,5,Normal,Rare Recruit,,,,,
3711,Jinbe - Helmsman Entering Battle,PSY,5,Normal,Rare Recruit,,,,,
3714,Robin - Archaeologist Entering Battle,PSY,5,Kizuna,Rare Recruit,,,,,
3715,Nami - Navigator Entering Battle,PSY,5,Kizuna,Rare Recruit,,,,,
3716,Franky - Shipwright Entering Battle,PSY,5,Kizuna,Rare Recruit,,,,,
3717,Brook - Musician Entering Battle,PSY,5,Support,Rare Recruit,,,,,
3718,Sabo - Declaring Battle Against the Gods,PSY,6+,Normal,Legend,,,,,
3721,Uta - Demon King Calling Song,INT,6+,Super Sugo,Legend,,,,,
3723,Buddha Sengoku - Cunning Officer Leading the Navy Powerhouses,PSY,6,Normal,Legend,,,,,
3724,Kizaru - Three Admirals Defending Marineford,DEX,5,Normal,Rare Recruit,,,,,
3725,Akainu - Three Admirals Defending Marineford,STR,5,Normal,Rare Recruit,,,,,
3726,Aokiji - Three Admirals Defending Marineford,QCK,5,Normal,Rare Recruit,,,,,
3727,Fujitora - Intercepted Navy Admiral,INT,5,Normal,Rare Recruit,,,,,
3730,Garp the Fist - Drill Crushing Fist,DEX,6,PvP,Legend,,,,,
3731,Chin Jao the Drill - Proud Drill Head,DEX,5,PvP,Rare Recruit,,,,,
3732,Smoker - Swapped Navy Officer,QCK,5,Treasure Map,Rare Recruit,,,,,
3733,Tashigi - Swapped Navy Officer,QCK,5,Treasure Map,Rare Recruit,,,,,
3735,Hina - Unescapable Black Cage,QCK,6,Treasure Map,Legend,,,,,
3737,"X Drake - Navy HQ Top Secret Special Force Captain of ""SWORD""",STR,5,Kizuna,Rare Recruit,,,,,
3738,"Coby - Navy HQ Captain and Member of ""SWORD""",STR,5,Kizuna,Rare Recruit,,,,,
3741,Corazon & Law: Moonlight Day-Off - Creepy Night Halloween,INT,6,Normal,Legend,,,,,
3742,Ace: Riot Flame Wolf - Happy Halloween!,INT,6+,Normal,Legend,,,,,
3745,Kin'emon & Denjiro & Ashura Doji & Dogstorm - Inherited Oden Two-Sword Style,STR,6,Anniversary Sugo,Legend,,,,,
3746,Cat Viper - Dragon Felling Sulong,STR,5,Normal,Rare Recruit,,,,,
3747,Kawamatsu - Dragon Felling Kappa Style,STR,5,Normal,Rare Recruit,,,,,
3748,Kikunojo - Dragon Felling Fallen Snow,STR,5,Normal,Rare Recruit,,,,,
3749,Raizo - Dragon Felling Ninja,STR,5,Normal,Rare Recruit,,,,,
3752,Orochi - Assaulting Eight-Headed Snake,QCK,6,PvP,Legend,,,,,
3753,Kurozumi Kanjuro - Hidden Informant,QCK,5,PvP,Rare Recruit,,,,,
3755,Roronoa Zoro - Dead Man's Drawn Sword in Hell,DEX,6,Anniversary Sugo,Legend,,,,,
3756,Trafalgar Law - Unrelenting Assault,DEX,5,Normal,Rare Recruit,,,,,
3757,Killer - Ripping Punisher,DEX,5,Normal,Rare Recruit,,,,,
3759,Carrot - Respite Before the Battle,QCK,5,Support,Rare Recruit,,,,,
3760,Monkey D. Luffy - Armored for Battle,DEX,5,Kizuna,Rare Recruit,,,,,
3761,Tony Tony Chopper - Armored for Battle,QCK,5,Kizuna,Rare Recruit,,,,,
3762,"Eustass ""Captain"" Kid - Enraged by the Traitor",DEX,6+,Normal,Legend,,,,,
3766,Olin the Oiran - Mighty Combination Attack,INT,6,Normal,Legend,,,,,
3767,General Franky - Slashing Franken Sword,INT,5,Normal,Rare Recruit,,,,,
3768,Otama - Begging Komachiyo to Flee,INT,5,Normal,Rare Recruit,,,,,
3769,Usopp - Assisting to Retaliate,INT,5,Normal,Rare Recruit,,,,,
3772,Page One - Power of the Tobi Roppo,STR,6,PvP,Legend,,,,,
3775,Jinbe - Fury-Filled Fists,PSY,6,Treasure Map,Legend,,,,,
3776,Baby Gramps Chopper,PSY,5,Treasure Map,Rare Recruit,,,,,
3777,Sanji - Carrying the Wounded,PSY,5,Treasure Map,Rare Recruit,,,,,
3780,Boa Hancock - Support for Her Beloved,STR,6,Kizuna,Legend,,,,,
3781,Jewelry Bonney - Escape from the Pursuers,STR,5,Kizuna,Rare Recruit,,,,,
3782,Charlotte Pudding - Revealed Third Eye,STR,5,Kizuna,Rare Recruit,,,,,
3784,Tony Tony Chopper - Glittering Gift for the Holy Night,PSY,6+,Normal,Legend,,,,,
3786,Gol D. Roger - Clash of the Formidable Forces,PSY,6+,Super Sugo,Legend,,,,,
3788,Kaido VS Yamato - Clashing Father and Son,VS,6,Super Sugo,Legend,,,,,
3790,Nami - Thunderous Right-Hand,PSY,6,Super Sugo,Legend,,,,,
3792,Nico Robin - Demonio Protecting Her Friends,QCK,6,Super Sugo,Legend,,,,,
3793,Roronoa Zoro - Gallant Swords,QCK,5,Normal,Rare Recruit,,,,,
3794,Sanji - Roaring Diable Jambe,PSY,5,Normal,Rare Recruit,,,,,
3797,King - Impeding Wildfire,STR,5,PvP,Rare Recruit,,,,,
3798,Kami Eneru - Kami Who Obliterates All,PSY,5,Treasure Map,Rare Recruit,,,,,
3799,Ohm - Inescapable Iron Challenge,PSY,5,Treasure Map,Rare Recruit,,,,,
3800,Gedatsu & Shura & Satori,PSY,5,Treasure Map,Rare Recruit,,,,,
3802,Queen - Unrelenting Assault,INT,5,Support,Rare Recruit,,,,,
3803,Bartolomeo - Impenetrable Protection,INT,5,Kizuna,Rare Recruit,,,,,
3804,Cavendish - Beautiful Swordsmanship,DEX,5,Kizuna,Rare Recruit,,,,,
3805,Sugar - Queen of Toys Controlling Lives,QCK,6+,Normal,Legend,,,,,
3809,Edward Newgate - Fierce Battle of the Great Pirate,DEX,6,Normal,Legend,,,,,
3811,Rayleigh & Gaban - The Assaulting Duo,Dual,6,Normal,Legend,,,,,
3812,Shanks - Back-to-Back Pirate Apprentices,PSY,5,Normal,Rare Recruit,,,,,
3813,Buggy - Back-to-Back Pirate Apprentices,PSY,5,Normal,Rare Recruit,,,,,
3814,Monkey D. Luffy - Inherited Straw Hat,QCK,6+,Super Sugo,Legend,,,,,
3816,Uta - The Song for the End,QCK,6+,Super Sugo,Legend,,,,,
3817,Crocus - Ship Doctor of the Roger Pirates,PSY,5,PvP,Rare Recruit,,,,,
3818,Nozudon & Sambel,PSY,5,PvP,Rare Recruit,,,,,
3819,Marco - Young Blue Bird Dancing in Battle,DEX,5,Treasure Map,Rare Recruit,,,,,
3820,Whitey Bay - Young Witch Dancing at Sunset,DEX,5,Treasure Map,Rare Recruit,,,,,
3821,Marshall D. Teach - Young Pirate Rushing to Battle,PSY,5,Treasure Map,Rare Recruit,,,,,
3824,Charlotte Perospero - Impeding Candy User,DEX,6,Kizuna,Legend,,,,,
3825,Jack the Drought - Fierce Battle on the Roof,DEX,5,Kizuna,Rare Recruit,,,,,
3828,Dogstorm & Cat Viper - Moonlight Shining Kings,Dual,6+,Normal,Legend,,,,,
3830,Portgas D. Ace - Dragon Hunting Flame,PSY,6,Anniversary Sugo,Legend,,,,,
3832,Monkey D. Luffy - The End of the Boy's Dream,PSY,6,Anniversary Sugo,Legend,,,,,
3833,Leonero & Ganryu,QCK,5,Normal,Rare Recruit,,,,,
3834,Skull & Mihal,PSY,5,Normal,Rare Recruit,,,,,
3836,Bluejam - Sworn to Exact Revenge on the Aristocrats,QCK,5,PvP,Rare Recruit,,,,,
3837,Porchemy - Bluejam Pirates Crewmate,QCK,5,PvP,Rare Recruit,,,,,
3839,Sabo - Flame to Protect His Little Brother,QCK,6,Anniversary Sugo,Legend,,,,,
3840,Koala - Finding Important Evidence,QCK,5,Normal,Rare Recruit,,,,,
3841,Hack - Punishing the Foolish,QCK,5,Normal,Rare Recruit,,,,,
3843,Curly Dadan - Life-Risking Rescue,QCK,5,Kizuna,Rare Recruit,,,,,
3844,Makino & Woop Slap,PSY,5,Kizuna,Rare Recruit,,,,,
3845,Red-Hair Pirates - Impeding Emperor,Dual,6+,Normal,Legend,,,,,
3846,Cornelia & Kotatsu,PSY,5,Support,Rare Recruit,,,,,
3850,Killer - Saving His Partner's Life,INT,6,Normal,Legend,,,,,
3852,Basil Hawkins - Future-Reading Cards,PSY,6,Normal,Legend,,,,,
3853,Roronoa Zoro - Swordsman on the Chase,PSY,5,Normal,Rare Recruit,,,,,
3854,X Drake - Aligned Goals,INT,5,Normal,Rare Recruit,,,,,
3859,Scratchmen Apoo - DJ Energizing the Floor,INT,6,PvP,Legend,,,,,
3861,Jewelry Bonney - Overcoming All Obstacles,PSY,6,Treasure Map,Legend,,,,,
3862,Marshall D. Teach - Testing His Stolen Powers,INT,5,Treasure Map,Rare Recruit,,,,,
3863,"""Mad Monk"" Urouge - All-Out Retaliation",PSY,5,Treasure Map,Rare Recruit,,,,,
3865,Diamante - Merciless Ripple-Ripple,INT,5,Kizuna,Rare Recruit,,,,,
3866,Trebol - Inescapable Stick-Stick,INT,5,Kizuna,Rare Recruit,,,,,
3867,Pica - Pulverizing Stones,PSY,5,Kizuna,Rare Recruit,,,,,
3868,Bartolomeo & Hakuba - Flower Protecting Man-Eater and Slicing Wind,Dual,6+,Normal,Legend,,,,,
3870,Jack the Drought - Settling a Score,INT,6,Normal,Legend,,,,,
3871,Ulti - Egotistic Sister,INT,5,Normal,Rare Recruit,,,,,
3872,Black Maria - Entrapping Flammable Threads,INT,5,Normal,Rare Recruit,,,,,
3873,Page One - Gathered Tobi Roppo,INT,5,Normal,Rare Recruit,,,,,
3875,Sasaki - Flying Dinosaur,STR,5,PvP,Rare Recruit,,,,,
3876,Who's-Who - Clinging Onto a God's Legend,STR,5,PvP,Rare Recruit,,,,,
3877,Luffy & Yamato - Prepared for the Final Showdown,Dual,6,Super Sugo,Legend,,,,,
3878,Luffy & Yamato - Declaring War on the Demon,Dual,6,Super Sugo,Legend,,,,,
3880,Oden & Toki - Long-Awaited Reunion,Dual,6,Anniversary Sugo,Legend,,,,,
3881,Nami - Determination Against the Threat,STR,5,Normal,Rare Recruit,,,,,
3882,Nico Robin - The Flower Confronting the Spider,DEX,5,Normal,Rare Recruit,,,,,
3883,Usopp - Determination to Retaliate,QCK,5,Normal,Rare Recruit,,,,,
3889,Sanji - Ifrit Imbued Strikes,DEX,6,Super Sugo,Legend,,,,,
3891,Queen - The Peak of Science,INT,6,Normal,Legend,,,,,
3892,Jinbe - The Onslaught,DEX,5,Limited RR,Rare Recruit,,,,,
3893,Tony Tony Chopper - Released Antibodies,STR,5,Limited RR,Rare Recruit,,,,,
3896,Roronoa Zoro - King of Hell Strike,QCK,6,Super Sugo,Legend,,,,,
3898,Alber - Reigning Fire Dragon,INT,6,Normal,Legend,,,,,
3899,Brook - Assisting Musician,QCK,5,Normal,Rare Recruit,,,,,
3900,General Franky - Blasting Cannon,QCK,5,Normal,Rare Recruit,,,,,
3901,Otama - Full-Force Rally,QCK,5,Support,Rare Recruit,,,,,
3902,Zeus & Prometheus & Big Mom - Emperor Cornering the New Generation,Dual,6+,Normal,Legend,,,,,
3905,Emporio Ivankov - Slamming Face Spectrum,QCK,6,PvP,Legend,,,,,
3906,Inazuma - Snipping Through the Paramount War,QCK,5,PvP,Rare Recruit,,,,,
3908,Whitebeard VS Blackbeard - Clash of Tremor and Darkness,VS,6,Normal,Legend,,,,,
3910,Shanks & Buggy - The Same Old,Dual,6,Normal,Legend,,,,,
3911,Marco & Vista - Leading Commanders,PSY,5,Normal,Rare Recruit,,,,,
3912,Rakuyo & Namule & Blenheim,PSY,5,Normal,Rare Recruit,,,,,
3913,Diamond Jozu - Retaliating Diamond,DEX,5,Normal,Rare Recruit,,,,,
3914,Whirl Spider Squard - Tempted Treachery,DEX,5,Support,Rare Recruit,,,,,
3917,Doflamingo & Crocodile - Conflicting Sand and Thread,Dual,6,Kizuna,Legend,,,,,
3918,Gecko Moria - Shadow Harvester,DEX,5,Kizuna,Rare Recruit,,,,,
3919,Dracule Mihawk - Impeding World Strongest Swordsman,QCK,5,Kizuna,Rare Recruit,,,,,
3920,Luffy & Ace - Brothers in Sync,Dual,6+,Normal,Legend,,,,,
3922,Robin & Koala - Flowing Hands,Dual,6,Normal,Legend,,,,,
3924,Black Maria & Ulti - Merciless Assault,Dual,6,Normal,Legend,,,,,
3925,Boa Hancock - Maiden with a Racing Heart,DEX,5,Normal,Rare Recruit,,,,,
3926,Shinobu - Hiding in the Shadows,DEX,5,Normal,Rare Recruit,,,,,
3928,Lim - Mysterious Girl,QCK,5,Rayleigh Shop,Rare Recruit,,,,,
3929,Boa Marigold - Gorgon's Execution,STR,5,PvP,Rare Recruit,,,,,
3930,Hina - Royal Escort's Duty,PSY,5,PvP,Rare Recruit,,,,,
3933,Nami & Carrot - Relaxing Bath Time,Dual,6,Treasure Map,Legend,,,,,
3934,Charlotte Pudding - Falling Tears,DEX,5,Treasure Map,Rare Recruit,,,,,
3935,Charlotte Smoothie - Welcoming Guests,INT,5,Treasure Map,Rare Recruit,,,,,
3937,Hiyori - Confident Smile,DEX,5,Kizuna,Rare Recruit,,,,,
3938,Bao Huang,INT,5,Kizuna,Rare Recruit,,,,,
3939,Moda,DEX,5,Support,Rare Recruit,,,,,
3940,Nami & Robin - Elegant Flowers Blooming on the Battlefield,Dual,6+,Normal,Legend,,,,,
3944,Vivi & Rebecca & Shirahoshi & Mansherry - Enjoyable Conversation,DEX,6,Normal,Legend,,,,,
3945,Viola - Princess Departing for the Sacred Land,DEX,5,Normal,Rare Recruit,,,,,
3948,Izo - Engaging a Fierce Battle,STR,6,Normal,Legend,,,,,
3949,Marco - Impeding Blue Flame,STR,5,Normal,Rare Recruit,,,,,
3950,Kikunojo - Fury Against the Dishonorable Traitor,STR,5,Normal,Rare Recruit,,,,,
3951,Usopp - A Rebuke to Death,PSY,5,Normal,Rare Recruit,,,,,
